Token,Tag
familia,Spn
en,Spn
México?,Spn
>>s:,Spn
No,,Spn
ninguno,Spn
que,Spn
conozca.,Spn
>>i:,Spn
Y,,Spn
¿cuántos,Spn
hermanos,Spn
o,Spn
hermanas,Spn
tienes?,Spn
>>s:,Spn
Tengo,Spn
una,Spn
hermana.,Spn
>>i:,Spn
¿Y,Spn
es,Spn
mayor,Spn
o,Spn
menor?,Spn
>>s:,Spn
Menor.,Spn
Tiene,Spn
eh...diecinueve,Spn
años.,Spn
>>i:,Spn
Diecinueve.,Spn
¿Y,Spn
todos...todos,Spn
en,Spn
tu,Spn
familia,Spn
hablan,Spn
español?,Spn
>>s:,Spn
Sí,Spn
pueden,,Spn
pero,Spn
en,Spn
el,Spn
día,Spn
a,Spn
día,Spn
no.,Spn
>>i:,Spn
¿Y,Spn
eso,Spn
es,Spn
por,Spn
costumbre,Spn
o,Spn
no,Spn
les,Spn
gusta,Spn
hablar,Spn
español?,Spn
>>s:,Spn
No,Spn
es,Spn
que,Spn
nos,Spn
les,Spn
guste.,Spn
Es,Spn
que,Spn
somos,Spn
en,Spn
los,Spn
Estados,Spn
Unidos,Spn
y,Spn
la,Spn
mayoría,Spn
de,Spn
gente,Spn
no,Spn
hablan,Spn
en,Spn
español.,Spn
>>i:,Spn
Así,Spn
que,Spn
se,Spn
acostumbraron,Spn
a,Spn
hablar,Spn
casi,Spn
puro,Spn
inglés.,Spn
>>s:,Spn
Sí.,Spn
>>i:,Spn
¿Y,Spn
con...tienes,Spn
alguien,Spn
con,Spn
quien,Spn
hables,Spn
español?,Spn
>>s:,Spn
Tengo,Spn
mi,Spn
novio,Spn
y,Spn
la,Spn
familia,Spn
de,Spn
él.,Spn
Puedo,Spn
hablar,Spn
con,Spn
ellos,Spn
pero,Spn
no,Spn
puedo,Spn
ver,Spn
ellos,Spn
muy...muchas,Spn
veces.,Spn
>>i:,Spn
¿Y,Spn
con,Spn
tu,Spn
familia,Spn
es,Spn
puro,Spn
inglés?,Spn
>>s:,Spn
Sí.,Spn
>>i:,Spn
¿Qué,Spn
tal,Spn
tus,Spn
abuelos,,Spn
ellos,Spn
lo,Spn
hablan...lo,Spn
hablan,Spn
frecuentemente?,Spn
>>s:,Spn
No,,Spn
frecuentemente,Spn
no.,Spn
>>i:,Spn
Pero,Spn
sí,Spn
lo,Spn
hablan,,Spn
¿no?,Spn
>>s:,Spn
Sí,,Spn
pueden,,Spn
sí.,Spn
>>i:,Spn
¿Y,Spn
qué,Spn
tal,Spn
tu,Spn
mamá?,Spn
>>s:,Spn
Mi,Spn
madre,Spn
usa,Spn
el,Spn
español,Spn
en,Spn
su,Spn
trabajo,Spn
a,Spn
veces,,Spn
ah...pero,Spn
muchas,Spn
veces,Spn
no.,Spn
>>i:,Spn
Se,Spn
mantiene,Spn
con,Spn
el,Spn
inglés,,Spn
¿no?,Spn
¿Y,Spn
tú,Spn
alguna,Spn
vez,Spn
has,Spn
estudiado,Spn
español,Spn
en,Spn
la,Spn
escuela?,Spn
>>s:,Spn
Estudio,Spn
un,Spn
poquito,Spn
en,Spn
la,Spn
preparatoria,Spn
y,Spn
después,Spn
en,Spn
la,Spn
universidad,Spn
tomé,Spn
una,Spn
examen,Spn
y,Spn
pasé,Spn
todo,Spn
y,Spn
no,Spn
necesité,Spn
tomar,Spn
otros,Spn
clases,,Spn
pero,Spn
uhm...,Spn
aprendí,Spn
más,Spn
cuando,Spn
conocí,Spn
a,Spn
mi,Spn
novio,Spn
porque,Spn
su,Spn
madre,Spn
no,Spn
habló...no,Spn
habla,Spn
inglés,Spn
y,Spn
era,Spn
muy,Spn
importante,Spn
para,Spn
enseñar,Spn
mi,Spn
respeto,Spn
a,Spn
su,Spn
familia,Spn
para,Spn
aprender,Spn
y,Spn
usarlo,Spn
con,Spn
ellos.,Spn
>>i:,Spn
Y,Spn
te,,Spn
dices,Spn
que,Spn
tomaste,Spn
la,Spn
prueba,Spn
y,Spn
saliste,Spn
de,Spn
los,Spn
cursos,Spn
de,Spn
español.,Spn
¿Sí,Spn
lo,Spn
puedes,Spn
leer,Spn
o,Spn
escribir?,Spn
>>s:,Spn
Puedo,Spn
leer,,Spn
escribir,Spn
no,Spn
es,Spn
muy,Spn
bueno.,Spn
>>i:,Spn
¿Y,Spn
te,Spn
sientes,Spn
más,Spn
cómoda,Spn
hablándolo,Spn
o,Spn
leyéndolo?,Spn
>>s:,Spn
Ah...hablando,Spn
porque,Spn
a,Spn
veces,Spn
eh...leyendo,Spn
es,Spn
muy,Spn
difícil,Spn
para,Spn
mí,Spn
todavía,Spn
porque,Spn
el...la...mi,Spn
vocabulario,Spn
es,Spn
muy,Spn
limitada.,Spn
>>i:,Spn
Bueno,,Spn
Amanda,,NamedEnt
¿y,Spn
tú,Spn
te,Spn
consideras,Spn
mexicana,,Spn
hispana,,Eng
americana?,Spn
>>s:,Spn
Es,Spn
un,Spn
pregunta,Spn
bien,Spn
difícil,Spn
para,Spn
mí.,Spn
Uhm.,Spn
Mi...,Spn
[Risas],NamedEnt
Ah.,Spn
Soy,Spn
mexicana,Spn
creo,,Spn
pero,Spn
en,Spn
la,Spn
verdad,Spn
mi,Spn
español,Spn
no,Spn
es,Spn
muy,Spn
bueno,Spn
y,Spn
mi...somos,Spn
cuatro,Spn
o,Spn
seis,Spn
generaciones,Spn
en,Spn
los,Spn
Estados,Spn
Unidos,Spn
y,Spn
en,Spn
la,Spn
realidad,Spn
no,Spn
estoy,Spn
mexicana,Spn
pero,Spn
en,Spn
mi,Spn
corazón,Spn
creo,Spn
que,Spn
sí,Spn
soy,Spn
mexicana.,Spn
>>i:,Spn
¿Y,Spn
te,Spn
sientes,Spn
a,Spn
gusto,Spn
tomar,Spn
ese,Spn
tipo...ese,Spn
heritaje,,Spn
ese...esa,Spn
cultura?,Spn
>>s:,Spn
Sí,,Spn
me,Spn
encanta,Spn
mucho,Spn
uhm...,Spn
pero,Spn
a,Spn
veces,Spn
siento,Spn
como,Spn
una,Spn
extranjera,Spn
a,Spn
la,Spn
cultura,Spn
porque,Spn
como,Spn
ya,Spn
dije,Spn
no...mi,Spn
español,Spn
no,Spn
es,Spn
muy,Spn
bien,,Spn
cosas,Spn
así,,Spn
pero,Spn
me,Spn
gusta.,Spn
Estoy,Spn
acostumbrada,Spn
a,Spn
ser,Spn
mexicana.,Spn
>>i:,Spn
¿Y,Spn
tu,Spn
familia,Spn
celebra,Spn
algunos,Spn
días,Spn
festivos,Spn
mexicanos?,Spn
>>s:,Spn
Todas.,Spn
>>i:,Spn
Y,Spn
tiene,,Spn
o,Spn
sea,,Spn
así,Spn
que,Spn
tratan,Spn
de,Spn
mantener,Spn
la,Spn
cultura.,Spn
>>s:,Spn
Sí,,Spn
sí,,Spn
claro,Spn
que,Spn
sí.,Spn
Mi,Spn
madre,Spn
es,Spn
muy...ella,Spn
está,Spn
muy,Spn
interesante,Spn
en,Spn
ah...siguiendo,Spn
nuestra,Spn
familia,Spn
hasta,Spn
México,Spn
y,Spn
cosas,Spn
así,Spn
y,Spn
es,Spn
una,Spn
gran,Spn
parte,Spn
de,Spn
nuestras,Spn
vidas.,Spn
>>i:,Spn
Y,Spn
tus,Spn
abuelos,,Spn
tú,Spn
dices,Spn
que,Spn
tú,Spn
eres,Spn
la,Spn
cuarta,Spn
generación,,Spn
¿verdad?,Spn
>>s:,Spn
Sí.,Spn
>>i:,Spn
Entonces,Spn
tus,Spn
abuelos,Spn
fueron,Spn
la,Spn
segunda.,Spn
>>s:,Spn
Sí.,Spn
>>i:,Spn
Segunda.,Spn
¿Y,Spn
sus,Spn
padres,Spn
eran,Spn
de,Spn
México,Spn
o,Spn
también,Spn
vivieron,Spn
en,Spn
los,Spn
Estados,Spn
Unidos?,Spn
>>s:,Spn
Vivieron,Spn
en,Spn
los,Spn
Estados,Spn
Unidos,Spn
también.,Spn
Creo,Spn
que,,Spn
ah...no,Spn
estoy,Spn
segura,Spn
pero,Spn
su...los,Spn
abuelos,Spn
de,Spn
mi...de,Spn
mis,Spn
abuelos,Spn
creo,Spn
que,Spn
ellos,Spn
son,Spn
los,Spn
que,Spn
fueron,Spn
atrás...atrás,Spn
de,Spn
la,Spn
frontera.,Spn
>>i:,Spn
¿Y,Spn
entonces,Spn
no,Spn
sabes,Spn
de,Spn
dónde,,Spn
de,Spn
qué,Spn
parte,Spn
de,Spn
México,Spn
viene,Spn
tu,Spn
familia?,Spn
>>s:,Spn
En,Spn
la,Spn
verdad,Spn
no.,Spn
Hay,Spn
una,Spn
historia,Spn
que,Spn
una,Spn
de,Spn
mi...una,Spn
de,Spn
mi,Spn
abuelitas,Spn
eran,Spn
las,,Spn
era,Spn
la,Spn
hija,Spn
de,Spn
una,Spn
de,Spn
los,Spn
trabajadores,Spn
de,Spn
Madero,Spn
y,Spn
que,Spn
ellos,Spn
fueron,Spn
atrás,Spn
de,Spn
la,Spn
frontera,Spn
con,Spn
Madero...con,Spn
Madero,Spn
durante,Spn
la,Spn
revolución.,Spn
>>i:,Spn
Así,Spn
que,Spn
vienes,Spn
de,Spn
familia,Spn
revolucionaria.,Spn
Y,Spn
este,,Spn
¿hoy,Spn
en,Spn
día,Spn
tú,,Spn
bueno,Spn
ya,Spn
te,Spn
pregunté,Spn
un,Spn
poco,Spn
pero,Spn
tú...no...no,Spn
se,Spn
habla,Spn
el,Spn
español,Spn
dentro,Spn
de,Spn
tu,Spn
familia,,Spn
o,Spn
sea,Spn
tíos,Spn
o,Spn
primos?,Spn
>>s:,Spn
Mmm...a,Spn
veces,,Spn
pero,Spn
es,Spn
mucho,Spn
de,Spn
Spanglish,,Eng
no,Spn
es...no,Spn
es,Spn
pura,Spn
español.,Spn
>>i:,Spn
¿Y,Spn
tú,Spn
te,Spn
sientes,Spn
cómoda,Spn
hablando,Spn
Spanglish?,Eng
>>s:,Spn
Ah...no,,Spn
no,Spn
me,Spn
gusta.,Spn
Quiero...quiero,Spn
que,Spn
mi,Spn
español,Spn
es,Spn
perfecto,,Spn
pero,Spn
hablo...,Spn
Spanglish.,Eng
>>i:,Spn
¿Y...te...,Spn
cómo...?,Spn
¿Nos,Spn
puede,Spn
contar,,Spn
sabes,Spn
de,Spn
una,Spn
palabra,Spn
o,Spn
frase,Spn
que,Spn
uses,Spn
mucho,Spn
que...que,Spn
sea,Spn
Spanglish?,Eng
>>s:,Spn
¿Una,Spn
frase,Spn
que,Spn
uso,Spn
mucho?,Spn
No,,Spn
es,Spn
que,Spn
a,Spn
veces,Spn
mi,Spn
vocabulario,,Spn
como,Spn
dije,,Spn
es,Spn
muy,Spn
limitada,Spn
y,Spn
necesito,Spn
cambiar,Spn
a,Spn
inglés,Spn
para,,Spn
ah...,Spn
>>i:,Spn
Para,NamedEnt
poder...,Spn
>>s:,Spn
Compartir,Spn
mis,Spn
ideas.,Spn
>>i:,Spn
Y,Spn
cuando,Spn
cambias,Spn
entre,Spn
los,Spn
idiomas,,Spn
¿se,Spn
te,Spn
hace,Spn
algo,Spn
natural,Spn
o,Spn
se,Spn
te,Spn
hace,Spn
difícil,Spn
o,Spn
tienes,Spn
que,Spn
pensar,Spn
o,Spn
cambias,Spn
entre,Spn
ellos,Spn
así,Spn
cómodamente?,Spn
>>s:,Spn
No,,Spn
todavía,Spn
pienso,Spn
mucho,Spn
en...en,Spn
qué,Spn
estoy,Spn
diciendo,Spn
en,Spn
los,Spn
dos,Spn
idiomas.,Spn
>>i:,Spn
¿Y,Spn
no...no,Spn
crees,Spn
que,Spn
se,Spn
te,Spn
venga,Spn
así,Spn
por,Spn
ejemplo,Spn
si,Spn
estás,Spn
hablando,Spn
español,Spn
no,Spn
te,Spn
sale,Spn
de,Spn
repente,Spn
una,Spn
palabra,Spn
en,Spn
inglés?,Spn
o,Spn
¿tienes,Spn
que,Spn
conscientemente,Spn
cambiar,Spn
entre,Spn
los,Spn
idiomas?,Spn
>>s:,Spn
No,Spn
te,Spn
entendí.,Spn
>>i:,Spn
O,Spn
sea,Spn
tienes...lo,Spn
que,Spn
estoy,Spn
preguntando,Spn
es,Spn
si,Spn
te,Spn
viene,Spn
naturalmente,Spn
cambiar,Spn
entre,Spn
los,Spn
idiomas,Spn
o,Spn
tienes,Spn
que,Spn
parar,Spn
y,Spn
pensar,Spn
lo,Spn
que,Spn
vas,Spn
a,Spn
decir.,Spn
>>s:,Spn
Ah,,Spn
no,,Spn
no,Spn
es,Spn
natural.,Spn
Necesito,Spn
parar,Spn
y...y,Spn
pensar,Spn
mucho,Spn
en,Spn
qué,Spn
voy,Spn
a,Spn
decir.,Spn
>>i:,Spn
Y,Spn
mencionaste,Spn
algo,Spn
de,Spn
que,Spn
hablas,Spn
español,Spn
con,Spn
tu,Spn
novio.,Spn
>>s:,Spn
Sí,,Spn
sí.,Spn
>>i:,Spn
Y,,Spn
que,Spn
es,Spn
que,Spn
su,Spn
familia,Spn
que,,Spn
claro,,Spn
dices,Spn
su,Spn
mamá,Spn
no,Spn
habla,Spn
español.,Spn
¿De...la,Spn
familia,Spn
de,Spn
tu,Spn
novio,Spn
es,Spn
mexicana?,Spn
>>s:,Spn
Sí,,Spn
son,Spn
de,Spn
Chihuahua,,NamedEnt
México.,Spn
>>i:,Spn
De,Spn
Chihuahua.,NamedEnt
Y,,Spn
¿es,Spn
sólo,Spn
la,Spn
mamá,Spn
de,Spn
él,Spn
que,Spn
no,Spn
habla,Spn
español,Spn
o,Spn
todos?,Spn
>>s:,Spn
Ah,,Spn
no,,Spn
es,Spn
su,Spn
madre,Spn
que,Spn
solamente,Spn
habla,Spn
en,Spn
español.,Spn
Ah,,Spn
sus,Spn
hermanos,Spn
y,Spn
su,Spn
hermanos,,Spn
y,Spn
sus...ah...su,Spn
padre,Spn
pueden,Spn
hablar,Spn
en,Spn
inglés,Spn
también,Spn
pero,Spn
hablan,Spn
mucho,Spn
español,Spn
todavía.,Spn
>>i:,Spn
¿Y,Spn
te,Spn
sientes,Spn
a,Spn
gusto,Spn
cuando,Spn
estás,Spn
con,Spn
ellos?,Spn
>>s:,Spn
Sí,,Spn
mucho.,Spn
Uhm...me,Spn
aceptan,Spn
y,Spn
me,Spn
ayudan,Spn
mucho,Spn
con,Spn
mi,Spn
español.,Spn
>>i:,Spn
¿Y,Spn
qué,Spn
fue,,Spn
qué,Spn
crees,Spn
tú,Spn
que,Spn
pensaron,Spn
ellos,Spn
cuando,Spn
supieron,Spn
que,Spn
no,Spn
hablabas,Spn
mucho,Spn
español?,Spn
>>s:,Spn
Mmm...creo,Spn
que,Spn
tenían,Spn
un,Spn
poco,Spn
de,Spn
miedo,Spn
ah...que,Spn
no,Spn
sea,,Spn
¿cómo,Spn
va,Spn
a,Spn
ser?,Spn
Cosas,Spn
así,,Spn
pero,Spn
creo,Spn
que,Spn
cuando,Spn
aprendí,Spn
para,Spn
ellos,Spn
era,Spn
muy,Spn
importante,Spn
para,Spn
ellos,Spn
y,Spn
para,Spn
mí,Spn
también.,Spn
>>i:,Spn
¿Y,Spn
te,Spn
sientes,Spn
cómoda,Spn
hablando,Spn
español,Spn
con,Spn
la,Spn
mamá,Spn
de,Spn
tu,Spn
novio?,Spn
>>s:¿Y,Spn
te,Spn
siento,Spn
cómo...me,Spn
siento,Spn
cómo?,Spn
>>i:,Spn
¿Te,Spn
sientes,Spn
cómoda?,Spn
>>s:,Spn
Sí,,Spn
sí,,Spn
me,Spn
gusta,Spn
mucho.,Spn
>>i:,Spn
Y,Spn
ella,Spn
este...no...,Spn
¿hay,Spn
alguna,Spn
vez,Spn
que,Spn
no,Spn
se,Spn
entiendan,,Spn
que,Spn
no...no,Spn
sepan,Spn
cómo?,Spn
>>s:,Spn
A,Spn
veces,Spn
necesito,Spn
que,,Spn
o,Spn
necesitamos,Spn
que,Spn
uno,Spn
de,Spn
los,Spn
otros,Spn
hermanos,Spn
deben,Spn
ayudar,,Spn
pero,Spn
muchas,Spn
veces,Spn
podemos,Spn
hablar.,Spn
>>i:,Spn
Y,,Spn
oye,,Spn
y,Spn
¿cómo,Spn
conociste,Spn
a,Spn
tu,Spn
novio,,Spn
o,Spn
hace,Spn
cuánto?,Spn
>>s:,Spn
Hace,Spn
seis,Spn
años.,Spn
Conoce,Spn
en,Spn
el,Spn
colegio.,Spn
En,Spn
un,Spn
teatro,,Spn
estábamos,Spn
sentados,Spn
a,Spn
nuestros,Spn
lados.,Spn
Y,Spn
ah...no...,Spn
lo,Spn
vi,Spn
por,Spn
mucho,Spn
tiempo,Spn
después,Spn
de,Spn
eso,Spn
y,Spn
como,Spn
seis,Spn
meses,Spn
después,Spn
eh...,Spn
con...,Spn
encontr...,Spn
encontró...,Spn
encontré,Spn
él,Spn
en,Spn
una,Spn
fiesta,Spn
y,Spn
estábamos,Spn
juntos,Spn
desde,Spn
ese,Spn
tiempo.,Spn
>>i:,Spn
¿Y,Spn
cómo,Spn
supiste,Spn
que,Spn
él,Spn
era,Spn
la,Spn
persona,Spn
correcta?,Spn
>>s:,Spn
Ah...solamente,Spn
su,Spn
personalidad,Spn
y,Spn
sus,Spn
ideas,Spn
de,Spn
la,Spn
vida,Spn
y,Spn
somos,Spn
muy,Spn
uhm...similares,Spn
y,Spn
me,Spn
encantó,Spn
su...su,Spn
carrera,,Spn
es,Spn
ingeniero,,Spn
y,Spn
su...su,Spn
mente.,Spn
>>i:,Spn
Y,Spn
ya,Spn
llevan,Spn
seis,Spn
años,Spn
juntos.,Spn
>>s:,Spn
Sí.,Spn
>>i:,Spn
¿Y,Spn
han,Spn
vivido,Spn
juntos,Spn
todo,Spn
este,Spn
tiempo?,Spn
>>s:,Spn
Ah...por,Spn
cinco,Spn
años.,Spn
Sí.,Spn
>>i:,Spn
Por,Spn
cinco,Spn
años.,Spn
¿Y,Spn
él,Spn
te,Spn
ayuda,Spn
a,Spn
aprender,Spn
español?,Spn
>>s:,Spn
Sí,,Spn
mucho,,Spn
mucho.,Spn
Cada,Spn
día,,Spn
uhm...no,Spn
hablamos,Spn
mucho,Spn
cada,Spn
día,Spn
en,Spn
español,,Spn
pero,Spn
cada,Spn
día,Spn
poquito,Spn
a,Spn
poquito,Spn
sí.,Spn
>>i:,Spn
Y,Spn
le,Spn
gusta,Spn
que,Spn
hables,Spn
español,Spn
creo,,Spn
¿no?,Spn
>>s:,Spn
Sí,,Spn
sí,Spn
mucho.,Spn
>>i:,Spn
Y,Spn
este...él,,Spn
dices,Spn
que,Spn
pues,Spn
él,Spn
también,Spn
es,Spn
de,Spn
Chihuahua,,NamedEnt
¿no?,Spn
>>s:,Spn
Sí.,Spn
>>i:,Spn
¿Él,Spn
es,Spn
ciudadano,Spn
americano?,NamedEnt
>>s:,Spn
Ah,,Spn
es,Spn
americano,NamedEnt
ahora.,Spn
>>i:,Spn
Pero,Spn
nació,Spn
en,Spn
México.,Spn
>>s:,Spn
Sí.,Spn
>>i:,Spn
Y,Spn
oye,,Spn
y,Spn
tú,Spn
dices,Spn
que,Spn
lo,Spn
conociste,Spn
en,Spn
el,Spn
colegio,,Spn
¿tú,Spn
tienes,Spn
un,Spn
título,Spn
de,Spn
la,Spn
universidad?,Spn
¿Ya,Spn
te,Spn
graduaste?,Spn
>>s:,Spn
Sí,,Spn
uhm...los,Spn
dos,Spn
ya,Spn
graduemos,Spn
de,Spn
la,Spn
Universidad,Spn
de,Spn
Texas,NamedEnt
en,Spn
Austin.,NamedEnt
>>i:,Spn
¿Y,Spn
en,Spn
qué,Spn
es,Spn
tu,Spn
título,Spn
o,Spn
tu,Spn
diploma?,Spn
>>s:,Spn
Bachelor,Eng
of,Eng
Arts,,Eng
en,Spn
filosofía.,Spn
>>i:,Spn
Y,Spn
él,Spn
dijiste,Spn
que,Spn
es,Spn
ingeniero.,Spn
>>s:,Spn
Ingeniero,Spn
en,Spn
mecánica.,Spn
>>i:,Spn
Ah.,Spn
Y,,Spn
¿qué...hoy,Spn
en,Spn
día,Spn
a,Spn
qué,Spn
te,Spn
dedicas?,Spn
¿En,Spn
qué,Spn
trabajas?,Spn
>>s:,Spn
Yo,Spn
trabajo,Spn
en,Spn
administrative,Eng
y,Spn
clerical,Eng
work,,Eng
como,Spn
secretaria.,Spn
>>i:,Spn
¿En,Spn
qué,Spn
tipo,Spn
de,Spn
oficina?,Spn
>>s:,Spn
La,Spn
mayoría,Spn
de,Spn
mis,Spn
trabajos,Spn
eran,Spn
en,Spn
ah...oficinas,Spn
de,Spn
ley.,Spn
>>i:,Spn
O,Spn
sea,Spn
abogados.,Spn
>>s:,Spn
Abogados,,Spn
con,Spn
abogados.,Spn
>>i:,Spn
¿Quién,Spn
es,Spn
la,Spn
persona,Spn
más,Spn
importante,Spn
en,Spn
tu,Spn
vida?,Spn
>>s:,Spn
¿Más,Spn
importante,Spn
en,Spn
mi,Spn
vida?,Spn
Ah...es,Spn
mi,Spn
novio,Spn
porque,Spn
él,Spn
me...me,Spn
introdució,Spn
a,Spn
cosas,Spn
que,Spn
nunca,Spn
imaginé,Spn
que,Spn
puedo,Spn
saber,,Spn
que,Spn
puedo,Spn
aprender.,Spn
>>i:,Spn
Y,,Spn
pues,Spn
cuéntanos,Spn
un,Spn
poquito,Spn
más,Spn
de,Spn
él,,Spn
ya,Spn
que,Spn
lo,Spn
sigues,Spn
mencionando.,Spn
¿Cómo,Spn
es,Spn
él?,Spn
¿Qué,Spn
tipo,Spn
de,Spn
persona,Spn
es?,Spn
>>s:,Spn
Es,Spn
muy,Spn
inteligente,,Spn
es,Spn
muy,Spn
ah...caring,Eng
y...y,Spn
tiene,Spn
un,Spn
corazón,Spn
bien,Spn
grande,,Spn
es,Spn
humanista.,Spn
>>i:,Spn
¿Y,Spn
él,Spn
crees,Spn
tú,,Spn
o,Spn
sea,,Spn
crees,Spn
que,Spn
van,Spn
a,Spn
seguir,Spn
juntos,Spn
por,Spn
mucho,Spn
tiempo?,Spn
>>s:,Spn
Sí,,Spn
claro,Spn
que,Spn
sí.,Spn
>>i:,Spn
¿Tienen,Spn
algunos,Spn
planes,Spn
juntos,Spn
como,Spn
pareja?,Spn
>>s:,Spn
Ahora,Spn
no,,Spn
estamos,Spn
disfrutando,Spn
la,Spn
vida.,Spn
>>i:,Spn
Disfrutando,Spn
la,Spn
juventud,,Spn
¿no?,Spn
>>s:,Spn
Sí.,Spn
>>i:,Spn
¿Y,Spn
quién,Spn
ha,Spn
tenido,Spn
la,Spn
mayor,Spn
influencia,Spn
en,Spn
tu,Spn
vida?,Spn
>>s:,Spn
Mi,Spn
madre,,Spn
claro.,Spn
Ella,NamedEnt
me,Spn
enseñó,Spn
todo,Spn
que...todo,Spn
que,Spn
necesité,Spn
saber,Spn
para,Spn
crecer,Spn
bien,,Spn
para,Spn
ser,Spn
dama,,Spn
todo,Spn
eso.,Spn
>>i:,Spn
¿Y,Spn
cómo,Spn
es,Spn
tu,Spn
mamá?,Spn
>>s:,Spn
Mi,Spn
madre,Spn
es,Spn
muy,,Spn
muy,Spn
amigable.,Spn
Muy,Spn
ah...muy,Spn
feliz,Spn
siempre.,Spn
>>i:,Spn
¿Y,Spn
ella,Spn
tiene,Spn
también,Spn
educación,Spn
secundaria?,Spn
>>s:,Spn
Sí,,Spn
ella,Spn
también.,Spn
Y,Spn
ella,Spn
también,Spn
ah...me,Spn
enseñó,Spn
que,Spn
es,Spn
muy,Spn
importante,Spn
que,Spn
tener,Spn
la,Spn
educación.,Spn
>>i:,Spn
¿Y,Spn
dónde,Spn
estudió,Spn
ella?,Spn
>>s:,Spn
Ella,NamedEnt
estudió,Spn
en...ah...,Spn
Texas,NamedEnt
State,Eng
University,,Eng
en,Spn
San,NamedEnt
Marcos,,NamedEnt
Texas.,NamedEnt
>>i:,Spn
¿Y,Spn
qué,Spn
estudió,Spn
ella?,Spn
>>s:,Spn
Inglés.,Spn
>>i:,Spn
Inglés.,Spn
¿Cuáles,Spn
son,Spn
tus,Spn
recuerdos,Spn
más...más,Spn
tempranos?,Spn
o,Spn
sea,Spn
¿Qué,Spn
es,Spn
lo,Spn
que,Spn
más,Spn
recuerdas,Spn
de,Spn
cuando,Spn
eras,Spn
niña?,Spn
>>s:,Spn
De,Spn
cuando,Spn
eras,Spn
niña.,Spn
Mmm.,NamedEnt
Me,Spn
recuerdo,Spn
una,Spn
vez,Spn
que,Spn
mi,Spn
madre,Spn
estaba,Spn
uhm...testing,Eng
me.,Spn
Estaba,Spn
en,Spn
escuela,Spn
con,Spn
una,Spn
chica,Spn
que,Spn
era,Spn
de,Spn
India,NamedEnt
y,Spn
ah...,Spn
me,Spn
preguntó:,Spn
¿qué,Spn
es,Spn
ella?,Spn
Mi,Spn
amiga.,Spn
¿Y,Spn
qué,Spn
eres,Spn
tú?,Spn
Ah...,Spn
soy,Spn
Amanda.,NamedEnt
Y,Spn
siempre,Spn
me,Spn
recuerdo,Spn
eso,Spn
porque,Spn
no...no,Spn
era,Spn
importante,Spn
el,Spn
color,Spn
de,Spn
piel,,Spn
nada,Spn
de,Spn
eso.,Spn
No,,Spn
entendí,Spn
eso.,Spn
Y,Spn
no,Spn
era,Spn
importante.,Spn
>>i:,Spn
O,Spn
sea,Spn
te,Spn
enseñó,Spn
a,Spn
que,Spn
vieras,Spn
sólo,Spn
la,Spn
persona,,Spn
¿no?,Spn
>>s:,Spn
Sí.,Spn
>>i:,Spn
Como,Spn
una,Spn
amiga.,Spn
>>s:,Spn
Sí.,Spn
>>i:,Spn
Como,Spn
un,Spn
alguien,Spn
igual,Spn
que,Spn
tú.,Spn
>>s:,Spn
Sí.,Spn
>>i:,Spn
¿Y,Spn
hay,Spn
alguna,Spn
otra,Spn
lección,Spn
que,Spn
te,Spn
enseñó,Spn
tu,Spn
madre?,Spn
>>s:,Spn
Mmm...pues,Spn
muchos,,Spn
todos,,Spn
pero,Spn
ah...también,Spn
para,Spn
entender,Spn
todas...toda,Spn
gente,Spn
para,Spn
tener,Spn
respeto,Spn
a,Spn
todos.,Spn
>>i:,Spn
¿Y,Spn
cuál,Spn
ha,Spn
sido,Spn
el,Spn
momento,Spn
más,Spn
orgulloso,Spn
de,Spn
tu,Spn
vida?,Spn
>>s:,Spn
No,Spn
sé,Spn
qué,Spn
es,Spn
orgulloso.,Spn
>>i:,Spn
Proud.,Eng
>>s:,Eng
Proud.,Eng
Ah...,Spn
graduando,Spn
de,Spn
la,Spn
escuela,Spn
de...de...uhm...,Spn
la,Spn
Universidad,Spn
de,Spn
Texas.,NamedEnt
>>i:,Spn
¿Y,Spn
hace,Spn
cuánto,Spn
fue,Spn
eso?,Spn
>>s:,Spn
Cuatro,Spn
años,Spn
ya.,Spn
>>i:,Spn
¿Hace,Spn
cuatro,Spn
años?,Spn
>>s:,Spn
Sí.,Spn
>>i:,Spn
¿Y,Spn
tú,Spn
piensas,Spn
volver,Spn
a,Spn
la,Spn
escuela?,Spn
>>s:,Spn
Ah,,Spn
sí,,Spn
quiero.,Spn
No,Spn
sé,Spn
para,Spn
qué.,Spn
No,Spn
estoy,Spn
segura.,NamedEnt
Traté,Spn
la,Spn
escuela,Spn
de,Spn
leyes,Spn
y,Spn
no,Spn
era,Spn
mi...no,Spn
era,Spn
para,Spn
mí.,Spn
Y,Spn
ahora,Spn
estoy...,Spn
>>i:,Spn
Buscando.,Spn
>>s:,Spn
Buscando,Spn
lo,Spn
que,Spn
quiero,Spn
hacer.,Spn
>>i:,Spn
¿Y,Spn
vas,Spn
a,Spn
regresar,Spn
para,Spn
una,Spn
maestría?,Spn
>>s:,Spn
Sí.,Spn
>>i:,Spn
En...¿Y,Spn
quieres...?,Spn
¿Vas,Spn
a,Spn
seguir,Spn
en,Spn
Texas,NamedEnt
o?,Spn
>>s:,Spn
No,Spn
importa.,Spn
Me,Spn
gusta,Spn
viajar,,Spn
me,Spn
gusta,Spn
ver,Spn
